order_id,order_status,customer,order_date,order_quantity,sales,discount,discount_value,product_category,product_sub_category
9895,Order Returned,Adam Bellavance,2010-04-20,9,109580,0.05,5479,Office Supplies,Pens & Art Supplies
11846,Order Finished,Ken Dana,2010-04-20,49,14639700,0.03,439191,Technology,Computer Peripherals
12450,Order Finished,Lindsay Castell,2009-03-12,15,2292820,0.0,0,Technology,Computer Peripherals
16518,Order Finished,Ken Dana,2012-09-29,4,160580,0.03,4817,Office Supplies,Paper
17860,Order Finished,Adam Bellavance,2011-04-06,16,278000,0.05,13900,Office Supplies,Appliances
17952,Order Finished,Ken Dana,2010-10-11,28,860260,0.02,17205,Office Supplies,Appliances
18596,Order Finished,Adam Bellavance,2012-10-02,42,9835380,0.02,196708,Furniture,Chairs & Chairmats
21410,Order Finished,Lindsay Castell,2012-05-01,16,4203180,0.01,42032,Office Supplies,Appliances
22563,Order Finished,Laurel Workman,2012-05-20,32,503020,0.06,30181,Furniture,Office Furnishings
26688,Order Finished,Laurel Workman,2010-08-18,21,848260,0.06,50896,Office Supplies,Appliances
26881,Order Returned,Ken Dana,2009-08-01,26,21385940,0.05,1069297,Furniture,Tables
26887,Order Finished,Adam Bellavance,2011-05-15,38,3275560,0.08,262045,Office Supplies,Appliances
29761,Order Finished,Ken Dana,2012-07-03,48,2926210,0.06,175573,Technology,Telephones & Communication
31810,Order Finished,Lisa Ryan,2009-05-21,46,711100,0.03,21333,Furniture,Office Furnishings
36548,Order Finished,Max Engle,2010-10-30,8,89980,0.06,5399,Office Supplies,Paper
39585,Order Finished,Max Engle,2011-12-29,32,332340,0.01,3323,Furniture,Office Furnishings
41793,Order Finished,Adam Bellavance,2009-05-15,48,2573740,0.05,128687,Furniture,Office Furnishings
42949,Order Finished,Adam Bellavance,2009-05-21,40,404220,0.08,32338,Office Supplies,Rubber Bands
43044,Order Finished,Laurel Workman,2009-10-17,23,207000,0.06,12420,Office Supplies,Binders & Binder Accessories
46048,Order Finished,Laurel Workman,2012-12-11,10,271540,0.05,13577,Office Supplies,"Scissors, Rulers & Trimmers"
48354,Order Finished,Lisa Ryan,2011-04-20,25,2774580,0.03,83237,Office Supplies,Paper
48416,Order Finished,Ken Dana,2009-07-06,23,335320,0.01,3353,Office Supplies,Paper
49798,Order Finished,Lisa Ryan,2012-12-08,5,2849900,0.09,256491,Furniture,Chairs & Chairmats
50470,Order Finished,Ken Dana,2010-08-23,38,1655660,0.09,149009,Office Supplies,Pens & Art Supplies
52900,Order Finished,Helen Wasserman,2011-05-20,16,202280,0.0,0,Office Supplies,Paper
57572,Order Finished,Helen Wasserman,2011-07-12,30,278160,0.1,27816,Technology,Computer Peripherals
57766,Order Finished,Julia Dunbar,2010-04-30,17,1035960,0.05,51798,Office Supplies,Labels
58566,Order Returned,Julia Dunbar,2011-08-23,45,9361780,0.07,655325,Furniture,Office Furnishings
58658,Order Finished,Julia Dunbar,2012-06-11,7,1766460,0.09,158981,Furniture,Bookcases
59139,Order Returned,Helen Wasserman,2011-01-29,12,1699020,0.05,84951,Office Supplies,Appliances
59942,Order Finished,Max Engle,2009-02-08,47,1428920,0.07,100024,Technology,Computer Peripherals
6850,Order Finished,Chuck Clark,2010-02-11,8,163120,0.08,13050,Technology,Computer Peripherals
7488,Order Finished,Chuck Clark,2012-05-03,9,52180,0.08,4174,Office Supplies,Pens & Art Supplies
7552,Order Finished,Chuck Clark,2012-09-10,47,2812980,0.02,56260,Office Supplies,Pens & Art Supplies
7585,Order Finished,Darren Koutras,2011-05-19,34,1300279,0.0,0,Technology,Telephones & Communication
8289,Order Finished,Darren Koutras,2012-10-28,38,1145480,0.0,0,Office Supplies,Binders & Binder Accessories
8679,Order Finished,Roland Murray,2012-05-06,46,892120,0.01,8921,Office Supplies,Paper
12481,Order Finished,Chuck Clark,2011-07-10,37,1488000,0.04,59520,Technology,Computer Peripherals
20128,Order Finished,Chuck Clark,2009-08-31,32,558860,0.0,0,Technology,Computer Peripherals
24804,Order Finished,Roland Murray,2011-05-27,20,422840,0.0,0,Office Supplies,Storage & Organization
28357,Order Finished,Daniel Byrd,2010-05-21,50,780920,0.02,15618,Office Supplies,Binders & Binder Accessories
31043,Order Finished,Bobby Odegard,2009-07-15,49,1544840,0.02,30897,Technology,Computer Peripherals
32355,Order Finished,Daniel Byrd,2009-05-20,34,423720,0.01,4237,Office Supplies,Binders & Binder Accessories
33700,Order Finished,Chuck Clark,2011-04-07,36,520260,0.0,0,Office Supplies,Paper
35811,Order Finished,Chuck Clark,2012-01-03,49,1483140,0.1,148314,Office Supplies,Envelopes
38598,Order Finished,Chloris Kastensmidt,2009-08-15,17,29330300,0.04,1173212,Furniture,Bookcases
40678,Order Finished,Daniel Byrd,2010-04-28,42,5506140,0.07,385430,Office Supplies,Binders & Binder Accessories
41154,Order Finished,Roger Barcio,2009-04-30,43,1876740,0.02,37535,Office Supplies,Pens & Art Supplies
43909,Order Finished,Chloris Kastensmidt,2009-01-07,46,1474500,0.08,117960,Office Supplies,Binders & Binder Accessories
45346,Order Finished,Bobby Odegard,2012-11-15,37,1384300,0.09,124587,Office Supplies,Paper
46336,Order Finished,Carl Weiss,2011-07-29,31,287700,0.1,28770,Office Supplies,Pens & Art Supplies
52320,Order Finished,Roland Murray,2012-09-24,41,225200,0.1,22520,Office Supplies,Pens & Art Supplies
52357,Order Finished,Bobby Odegard,2009-09-03,49,1082940,0.05,54147,Office Supplies,Envelopes
53573,Order Finished,Daniel Byrd,2009-03-15,6,187460,0.03,5624,Furniture,Office Furnishings
56420,Order Finished,Carl Weiss,2011-07-24,16,1194880,0.09,107539,Office Supplies,Appliances
57412,Order Finished,Carl Weiss,2009-07-13,34,446998,0.06,26820,Technology,Telephones & Communication
66,Order Finished,Arthur Gainer,2009-01-19,41,216300,0.09,19467,Office Supplies,Pens & Art Supplies
1762,Order Finished,Lisa Hazard,2009-08-19,29,1714220,0.07,119995,Technology,Computer Peripherals
6150,Order Finished,Mitch Gastineau,2012-10-01,38,382280,0.06,22937,Office Supplies,Paper
6310,Order Finished,Katharine Harms,2009-05-03,27,433900,0.08,34712,Furniture,Office Furnishings
9664,Order Finished,Matthew Grinstein,2010-04-07,13,176760,0.06,10606,Office Supplies,Paper
11168,Order Finished,Lisa Hazard,2012-10-21,35,365720,0.0,0,Furniture,Office Furnishings
12417,Order Finished,Cathy Prescott,2010-10-24,19,275680,0.06,16541,Office Supplies,Paper
13607,Order Finished,Matthew Grinstein,2010-11-18,12,881200,0.07,61684,Technology,Computer Peripherals
14597,Order Finished,Lauren Leatherbury,2010-08-30,41,640840,0.03,19225,Office Supplies,Binders & Binder Accessories
15015,Order Finished,Matthew Grinstein,2010-11-25,47,613540,0.03,18406,Furniture,Office Furnishings
17539,Order Finished,Pauline Webber,2011-09-15,28,763580,0.08,61086,Furniture,Office Furnishings
19559,Order Finished,Matthew Grinstein,2010-04-15,31,521540,0.01,5215,Office Supplies,Paper
21188,Order Finished,Matthew Grinstein,2011-09-21,29,42093480,0.04,1683739,Technology,Copiers & Fax
21318,Order Finished,Lisa Hazard,2010-07-04,40,2768680,0.1,276868,Office Supplies,Binders & Binder Accessories
21792,Order Finished,Pauline Webber,2012-09-25,26,725520,0.09,65297,Office Supplies,Binders & Binder Accessories
21831,Order Finished,Pauline Webber,2009-09-19,6,56780,0.05,2839,Office Supplies,Labels
22818,Order Finished,Mitch Gastineau,2009-05-22,50,12555500,0.1,1255550,Furniture,Chairs & Chairmats
24801,Order Finished,Lisa Hazard,2012-11-15,3,37820,0.0,0,Office Supplies,Binders & Binder Accessories
27780,Order Finished,Matthew Grinstein,2012-10-20,18,112820,0.02,2256,Office Supplies,Labels
27843,Order Finished,Lisa Hazard,2010-09-05,26,279220,0.01,2792,Technology,Computer Peripherals
28773,Order Finished,Mitch Gastineau,2011-02-10,48,4348838,0.05,217442,Technology,Telephones & Communication
30786,Order Finished,Quincy Jones,2012-07-16,23,131820,0.01,1318,Office Supplies,Pens & Art Supplies
31809,Order Finished,Lauren Leatherbury,2010-07-28,1,30000,0.1,3000,Office Supplies,Envelopes
31878,Order Finished,Lisa Hazard,2011-12-18,14,277900,0.04,11116,Office Supplies,Paper
34976,Order Finished,Lauren Leatherbury,2012-11-24,45,8950000,0.02,179000,Furniture,Chairs & Chairmats
34979,Order Finished,Quincy Jones,2010-09-28,15,1219940,0.0,0,Technology,Computer Peripherals
36608,Order Finished,Mitch Gastineau,2011-09-28,40,1651600,0.1,165160,Office Supplies,Pens & Art Supplies
36994,Order Returned,Mitch Gastineau,2011-06-17,40,10528960,0.03,315869,Furniture,Chairs & Chairmats
38944,Order Finished,Mitch Gastineau,2010-04-20,17,3746698,0.02,74934,Technology,Telephones & Communication
39075,Order Returned,Quincy Jones,2012-02-19,50,1024660,0.01,10247,Office Supplies,Labels
39425,Order Finished,Mitch Gastineau,2012-08-16,23,2534921,0.05,126746,Technology,Telephones & Communication
41921,Order Finished,Katharine Harms,2012-02-23,32,32627020,0.04,1305081,Furniture,Chairs & Chairmats
42945,Order Returned,Quincy Jones,2012-12-29,45,357400,0.07,25018,Office Supplies,Appliances
43104,Order Finished,Matthew Grinstein,2012-10-28,50,9297040,0.1,929704,Technology,Office Machines
43301,Order Finished,Matthew Grinstein,2009-08-21,33,7075680,0.0,0,Furniture,Chairs & Chairmats
44995,Order Finished,Maria Etezadi,2009-08-06,46,2438497,0.01,24385,Technology,Telephones & Communication
45989,Order Finished,Matthew Grinstein,2010-08-23,26,296240,0.08,23699,Office Supplies,Envelopes
49767,Order Finished,John Murray,2010-11-08,43,1268760,0.09,114188,Office Supplies,Envelopes
51239,Order Returned,Katharine Harms,2012-02-23,48,8092500,0.09,728325,Furniture,Tables
51269,Order Finished,Mitch Gastineau,2012-01-12,2,42140,0.0,0,Office Supplies,Binders & Binder Accessories
54084,Order Finished,Lauren Leatherbury,2011-09-10,3,321040,0.08,25683,Furniture,Chairs & Chairmats
55014,Order Finished,Quincy Jones,2010-11-01,38,470300,0.03,14109,Office Supplies,Pens & Art Supplies
55845,Order Finished,Lauren Leatherbury,2011-07-21,29,8407760,0.1,840776,Furniture,Bookcases
55846,Order Finished,Cari Mac Intyre,2009-07-20,30,442100,0.02,8842,Office Supplies,Binders & Binder Accessories
57063,Order Finished,Matthew Grinstein,2011-06-02,26,347560,0.06,20854,Office Supplies,Paper
57093,Order Finished,John Murray,2012-05-02,3,37940,0.05,1897,Office Supplies,Binders & Binder Accessories
59329,Order Finished,Cari Mac Intyre,2012-12-04,35,256240,0.08,20499,Office Supplies,Binders & Binder Accessories
36,Order Finished,Sample Company A,2011-11-02,46,4969491,0.1,496949,Technology,Telephones & Communication
194,Order Finished,Maria Zettner,2012-04-04,49,658060,0.1,65806,Furniture,Office Furnishings
384,Order Finished,Sonia Cooley,2012-03-02,50,15332080,0.02,306642,Furniture,Tables
774,Order Finished,Sibella Parks,2011-12-03,17,253140,0.03,7594,Office Supplies,Appliances
1027,Order Finished,Hallie Redmond,2012-06-02,19,2812300,0.04,112492,Furniture,Bookcases
1060,Order Returned,Harold Dahlen,2010-02-20,30,2375100,0.0,0,Office Supplies,Binders & Binder Accessories
1280,Order Finished,Harold Dahlen,2010-01-10,40,1654540,0.05,82727,Technology,Computer Peripherals
1764,Order Finished,Hallie Redmond,2012-03-24,7,119980,0.1,11998,Office Supplies,Paper
1824,Order Finished,Becky Pak,2009-05-04,39,21312520,0.06,1278751,Furniture,Chairs & Chairmats
2503,Order Returned,Maria Zettner,2010-06-19,21,182300,0.03,5469,Office Supplies,Binders & Binder Accessories
4069,Order Finished,Harold Dahlen,2012-05-12,8,108860,0.08,8709,Office Supplies,Paper
4645,Order Finished,Clytie Kelty,2009-09-19,30,1840000,0.08,147200,Technology,Computer Peripherals
5858,Order Finished,Sibella Parks,2012-07-13,48,5063320,0.02,101266,Office Supplies,Appliances
6304,Order Finished,Adam Shillingsburg,2011-08-11,30,398220,0.01,3982,Office Supplies,Paper
6661,Order Returned,Clytie Kelty,2010-04-16,47,38449840,0.1,3844984,Technology,Copiers & Fax
6757,Order Returned,Brooke Gillingham,2012-02-01,27,1739560,0.1,173956,Office Supplies,Storage & Organization
7904,Order Finished,Tom Boeckenhauer,2010-05-27,47,596600,0.08,47728,Office Supplies,Labels
7909,Order Finished,Alex Russell,2009-01-03,29,244460,0.03,7334,Office Supplies,Pens & Art Supplies
8614,Order Finished,Tom Boeckenhauer,2009-06-04,13,2578254,0.06,154695,Technology,Telephones & Communication
9249,Order Finished,Alejandro Ballentine,2010-05-19,46,353000,0.01,3530,Office Supplies,Pens & Art Supplies
9639,Order Finished,Becky Pak,2010-09-05,47,2248600,0.1,224860,Furniture,Chairs & Chairmats
9696,Order Returned,Harold Dahlen,2011-02-19,15,220300,0.02,4406,Office Supplies,Binders & Binder Accessories
9888,Order Finished,Adam Shillingsburg,2009-09-12,48,16748264,0.06,1004896,Technology,Telephones & Communication
10913,Order Finished,Alejandro Ballentine,2010-02-06,27,10298120,0.03,308944,Furniture,Chairs & Chairmats
10981,Order Finished,Claire Good,2010-05-14,41,146720,0.09,13205,Office Supplies,Rubber Bands
12707,Order Finished,Alejandro Ballentine,2010-05-29,20,4427840,0.03,132835,Furniture,Office Furnishings
13799,Order Finished,Sibella Parks,2010-12-01,5,236120,0.05,11806,Furniture,Office Furnishings
13959,Order Returned,Alex Russell,2009-04-04,47,456920,0.01,4569,Office Supplies,Labels
14016,Order Finished,Tom Boeckenhauer,2012-07-11,9,2275240,0.05,113762,Furniture,Tables
14563,Order Finished,Becky Pak,2011-12-02,31,1906091,0.02,38122,Technology,Telephones & Communication
15428,Order Finished,Sibella Parks,2011-02-09,50,2889920,0.09,260093,Technology,Computer Peripherals
16772,Order Finished,Alex Russell,2012-12-26,38,191420,0.04,7657,Office Supplies,Labels
18119,Order Returned,Trudy Bell,2009-06-24,37,695680,0.0,0,Office Supplies,Envelopes
18368,Order Finished,Alyssa Crouse,2012-11-30,3,425820,0.0,0,Office Supplies,Appliances
19424,Order Finished,Sibella Parks,2011-04-09,29,121360,0.09,10922,Office Supplies,Binders & Binder Accessories
19425,Order Finished,Cassandra Brandow,2012-09-24,34,420480,0.0,0,Office Supplies,"Scissors, Rulers & Trimmers"
19812,Order Finished,Alex Russell,2010-04-02,3,2717552,0.01,27176,Furniture,Tables
21510,Order Finished,Alyssa Crouse,2012-05-08,16,744180,0.04,29767,Technology,Computer Peripherals
21763,Order Finished,Adrian Barton,2012-05-28,22,2478889,0.07,173522,Technology,Telephones & Communication
22212,Order Finished,Catherine Glotzbach,2010-09-17,19,232440,0.01,2324,Office Supplies,Binders & Binder Accessories
23046,Order Finished,Adam Shillingsburg,2010-10-06,33,585500,0.08,46840,Office Supplies,Paper
23172,Order Finished,Alex Russell,2012-04-24,13,2383460,0.07,166842,Technology,Office Machines
23585,Order Finished,Catherine Glotzbach,2012-10-31,44,385560,0.06,23134,Office Supplies,Pens & Art Supplies
23906,Order Finished,Alyssa Crouse,2010-09-20,37,642040,0.1,64204,Office Supplies,Appliances
24583,Order Finished,Becky Pak,2011-08-09,17,84580,0.06,5075,Office Supplies,Binders & Binder Accessories
25191,Order Finished,Sibella Parks,2011-03-30,42,8182304,0.05,409115,Technology,Telephones & Communication
25603,Order Finished,Alyssa Crouse,2011-03-05,23,1725280,0.04,69011,Office Supplies,Envelopes
25861,Order Finished,Brooke Gillingham,2012-08-07,44,47551120,0.03,1426534,Technology,Office Machines
26979,Order Finished,Tom Boeckenhauer,2012-03-28,43,674020,0.05,33701,Office Supplies,Paper
28097,Order Finished,Claire Good,2009-05-13,43,4877400,0.0,0,Furniture,Office Furnishings
28262,Order Finished,Brooke Gillingham,2010-12-31,26,598220,0.05,29911,Office Supplies,Paper
28519,Order Finished,Trudy Bell,2010-06-22,4,537421,0.09,48368,Technology,Telephones & Communication
29187,Order Finished,Rick Wilson,2009-07-31,5,284600,0.03,8538,Office Supplies,Binders & Binder Accessories
29317,Order Finished,Becky Pak,2011-10-02,40,15579260,0.08,1246341,Furniture,Chairs & Chairmats
29988,Order Finished,Adam Shillingsburg,2009-06-12,12,10354800,0.06,621288,Technology,Copiers & Fax
30051,Order Finished,Catherine Glotzbach,2012-03-20,42,486120,0.02,9722,Office Supplies,Pens & Art Supplies
30211,Order Finished,Sibella Parks,2010-06-07,19,283920,0.05,14196,Office Supplies,Paper
30401,Order Finished,Tom Boeckenhauer,2012-10-18,39,478800,0.07,33516,Office Supplies,Paper
30757,Order Finished,Claire Good,2010-12-26,5,42640,0.08,3411,Office Supplies,Pens & Art Supplies
31237,Order Finished,Frank Olsen,2011-07-29,13,1179560,0.0,0,Office Supplies,Binders & Binder Accessories
32192,Order Finished,Brooke Gillingham,2012-02-18,4,318512,0.03,9555,Technology,Telephones & Communication
33568,Order Finished,Frank Olsen,2012-07-21,10,1257460,0.02,25149,Furniture,Office Furnishings
33634,Order Finished,Brooke Gillingham,2010-08-31,40,542680,0.05,27134,Office Supplies,Paper
33925,Order Finished,Catherine Glotzbach,2011-05-03,47,2977720,0.03,89332,Office Supplies,Paper
34338,Order Returned,Sonia Cooley,2010-06-30,26,2100320,0.04,84013,Office Supplies,Paper
34374,Order Finished,Frank Olsen,2009-06-30,42,689140,0.04,27566,Technology,Computer Peripherals
34565,Order Finished,Valerie Takahito,2009-07-13,47,9631724,0.08,770538,Technology,Telephones & Communication
34948,Order Finished,Catherine Glotzbach,2010-01-12,15,2114120,0.08,169130,Office Supplies,Appliances
35652,Order Finished,Rick Wilson,2010-09-21,21,4503120,0.01,45031,Furniture,Bookcases
36038,Order Returned,Alex Russell,2012-08-16,26,190520,0.02,3810,Office Supplies,Pens & Art Supplies
36934,Order Returned,Brooke Gillingham,2009-12-22,7,2241720,0.02,44834,Technology,Office Machines
37542,Order Finished,Adam Shillingsburg,2009-07-20,26,5093047,0.09,458374,Technology,Telephones & Communication
38178,Order Finished,Sibella Parks,2012-08-29,32,307960,0.02,6159,Office Supplies,Labels
38279,Order Finished,Tom Boeckenhauer,2012-04-29,1,23280,0.05,1164,Furniture,Office Furnishings
38787,Order Returned,Trudy Bell,2011-08-05,22,158080,0.05,7904,Office Supplies,Pens & Art Supplies
38791,Order Finished,Alyssa Crouse,2010-03-14,24,2915424,0.03,87463,Furniture,Tables
38817,Order Finished,Valerie Takahito,2012-05-20,1,19400,0.02,388,Technology,Computer Peripherals
38887,Order Finished,Trudy Bell,2009-10-24,25,757800,0.02,15156,Office Supplies,Binders & Binder Accessories
38914,Order Finished,Alyssa Crouse,2012-05-30,43,894240,0.08,71539,Furniture,Office Furnishings
39072,Order Finished,Adam Shillingsburg,2009-02-22,50,3266740,0.08,261339,Office Supplies,Pens & Art Supplies
39652,Order Finished,Valerie Takahito,2012-05-04,5,29220,0.03,877,Office Supplies,Labels
39750,Order Finished,Adam Shillingsburg,2009-03-27,7,281180,0.01,2812,Technology,Office Machines
40006,Order Finished,Adam Shillingsburg,2009-06-15,35,315980,0.03,9479,Office Supplies,Binders & Binder Accessories
40770,Order Finished,Cassandra Brandow,2011-04-16,19,435380,0.09,39184,Office Supplies,Appliances
40933,Order Finished,Jenna Caffey,2012-05-27,37,190860,0.06,11452,Office Supplies,Pens & Art Supplies
42370,Order Finished,Catherine Glotzbach,2011-11-21,33,250540,0.07,17538,Office Supplies,Binders & Binder Accessories
42436,Order Returned,Becky Pak,2012-08-09,30,21989480,0.09,1979053,Technology,Office Machines
42855,Order Finished,Sonia Cooley,2011-07-08,17,270760,0.05,13538,Office Supplies,Storage & Organization
43686,Order Finished,Tom Boeckenhauer,2011-05-07,16,2627280,0.05,131364,Technology,Computer Peripherals
44295,Order Finished,Alex Russell,2010-01-23,47,9049814,0.07,633487,Technology,Telephones & Communication
44869,Order Returned,Sonia Cooley,2012-08-22,43,566360,0.03,16991,Office Supplies,Paper
45511,Order Finished,Sonia Cooley,2010-08-21,31,1902620,0.08,152210,Furniture,Tables
46469,Order Finished,Adam Shillingsburg,2009-08-16,17,2421440,0.05,121072,Furniture,Chairs & Chairmats
47207,Order Finished,Ken Lonsdale,2009-12-18,15,875740,0.09,78817,Technology,Computer Peripherals
48801,Order Finished,Cassandra Brandow,2012-10-13,43,4775220,0.01,47752,Furniture,Office Furnishings
49954,Order Finished,Claire Good,2012-02-27,36,3842255,0.08,307380,Technology,Telephones & Communication
50563,Order Finished,Alejandro Ballentine,2011-07-16,2,846080,0.05,42304,Office Supplies,Storage & Organization
50882,Order Finished,Trudy Bell,2010-08-31,37,733680,0.08,58694,Office Supplies,"Scissors, Rulers & Trimmers"
51553,Order Returned,Adrian Barton,2011-11-27,3,42733020,0.0,0,Technology,Office Machines
52199,Order Finished,Adam Shillingsburg,2011-01-26,19,184480,0.05,9224,Office Supplies,Binders & Binder Accessories
52293,Order Finished,Ken Lonsdale,2011-04-15,4,62280,0.08,4982,Office Supplies,Paper
52839,Order Finished,Catherine Glotzbach,2010-04-11,8,60340,0.04,2414,Office Supplies,Pens & Art Supplies
53443,Order Finished,Jenna Caffey,2011-10-08,35,2955260,0.04,118210,Office Supplies,Appliances
53767,Order Returned,Sibella Parks,2011-08-26,35,2262300,0.03,67869,Office Supplies,Paper
54787,Order Returned,Cassandra Brandow,2011-02-24,7,340040,0.07,23803,Office Supplies,Paper
55011,Order Finished,Alejandro Ballentine,2012-01-04,48,904560,0.09,81410,Office Supplies,Pens & Art Supplies
55490,Order Finished,Becky Pak,2009-11-16,3,492400,0.04,19696,Furniture,Tables
56069,Order Finished,Becky Pak,2012-10-14,10,111320,0.09,10019,Office Supplies,Envelopes
56163,Order Finished,Claire Good,2009-08-11,3,239800,0.03,7194,Office Supplies,Paper
56929,Order Finished,Claire Good,2011-09-26,22,411760,0.08,32941,Technology,Computer Peripherals
57378,Order Finished,Sibella Parks,2009-12-28,9,532540,0.02,10651,Technology,Computer Peripherals
58914,Order Finished,Alex Russell,2009-04-09,46,199880,0.07,13992,Technology,Computer Peripherals
59586,Order Finished,Jenna Caffey,2012-03-07,25,334460,0.05,16723,Office Supplies,Paper
359,Order Returned,Cari Sayre,2009-12-18,30,7319320,0.08,585546,Furniture,Tables
832,Order Finished,Alice Mc Carthy,2012-04-18,7,106920,0.02,2138,Office Supplies,Paper
1383,Order Finished,Frank Merwin,2010-04-26,43,34259940,0.07,2398196,Office Supplies,Storage & Organization
2433,Order Finished,Cari Sayre,2009-08-21,14,48211740,0.07,3374822,Technology,Office Machines
2659,Order Finished,Alice Mc Carthy,2010-12-17,50,1763300,0.08,141064,Office Supplies,Paper
3172,Order Finished,Annie Thurman,2012-06-02,33,1169022,0.05,58451,Technology,Telephones & Communication
4199,Order Finished,Bruce Money,2012-02-12,43,1279420,0.01,12794,Furniture,Office Furnishings
5347,Order Finished,Monica Federle,2011-02-21,7,1051110,0.04,42044,Technology,Telephones & Communication
5764,Order Finished,Katrina Bavinger,2010-10-02,23,387580,0.02,7752,Office Supplies,Binders & Binder Accessories
5860,Order Finished,Hallie Redmond,2012-02-19,12,113460,0.09,10211,Office Supplies,Pens & Art Supplies
6117,Order Finished,Maria Bertelson,2012-12-21,7,314060,0.07,21984,Furniture,Office Furnishings
7077,Order Finished,Maria Bertelson,2011-12-21,14,609040,0.04,24362,Office Supplies,Appliances
7142,Order Finished,Katrina Bavinger,2011-07-21,36,265720,0.06,15943,Office Supplies,Labels
7398,Order Finished,Christine Sundaresam,2009-06-01,6,111540,0.04,4462,Office Supplies,Pens & Art Supplies
7431,Order Finished,Bruce Stewart,2009-05-01,33,157620,0.03,4729,Furniture,Office Furnishings
8005,Order Finished,Bruce Stewart,2012-04-05,24,1581260,0.1,158126,Office Supplies,Binders & Binder Accessories
8165,Order Finished,Bruce Stewart,2009-10-15,35,366900,0.01,3669,Office Supplies,Paper
8902,Order Finished,Maria Bertelson,2011-06-19,27,360920,0.05,18046,Office Supplies,Paper
9187,Order Finished,Mary Zewe,2009-08-21,40,349280,0.04,13971,Office Supplies,Appliances
9219,Order Returned,Mary Zewe,2009-09-28,24,2479620,0.04,99185,Technology,Computer Peripherals
9762,Order Returned,Ivan Gibson,2009-01-03,12,525520,0.05,26276,Furniture,Office Furnishings
10663,Order Finished,Ivan Gibson,2009-05-23,40,208780,0.07,14615,Office Supplies,Labels
10917,Order Returned,Ken Lonsdale,2012-02-10,14,2562716,0.09,230644,Technology,Telephones & Communication
11648,Order Returned,Ken Lonsdale,2011-04-09,1,65020,0.1,6502,Technology,Computer Peripherals
11972,Order Finished,Doug Bickford,2009-01-03,4,1792980,0.0,0,Technology,Office Machines
12641,Order Finished,Liz Thompson,2011-02-22,2,214240,0.08,17139,Office Supplies,Paper
14018,Order Finished,Maria Bertelson,2010-06-06,30,321360,0.08,25709,Office Supplies,Labels
14916,Order Finished,Maria Bertelson,2009-02-27,16,3371882,0.07,236032,Technology,Telephones & Communication
15300,Order Finished,Guy Thornton,2011-02-08,42,459760,0.05,22988,Office Supplies,Paper
15425,Order Finished,Guy Thornton,2011-07-25,29,5792280,0.08,463382,Technology,Computer Peripherals
16390,Order Finished,Maria Bertelson,2012-03-24,8,172760,0.1,17276,Office Supplies,"Scissors, Rulers & Trimmers"
16805,Order Finished,Maria Bertelson,2011-12-30,29,1705500,0.08,136440,Office Supplies,Binders & Binder Accessories
17155,Order Returned,Bruce Stewart,2009-01-28,36,535060,0.0,0,Office Supplies,Paper
18496,Order Returned,Brian Thompson,2009-05-15,30,1982020,0.01,19820,Technology,Computer Peripherals
18688,Order Finished,Joseph Airdo,2011-03-05,49,28693460,0.04,1147738,Office Supplies,Binders & Binder Accessories
19140,Order Finished,Christina Vanderzanden,2009-09-30,47,628000,0.07,43960,Office Supplies,Binders & Binder Accessories
19175,Order Finished,Joseph Airdo,2009-08-19,19,2266899,0.01,22669,Technology,Telephones & Communication
19457,Order Finished,Ken Lonsdale,2009-07-12,34,406980,0.05,20349,Office Supplies,Labels
19745,Order Finished,Joseph Airdo,2012-12-18,25,2143540,0.09,192919,Furniture,Office Furnishings
20741,Order Finished,Guy Thornton,2010-10-30,43,3422040,0.1,342204,Office Supplies,Pens & Art Supplies
23746,Order Finished,Robert Waldorf,2010-12-15,10,816460,0.06,48988,Technology,Computer Peripherals
24705,Order Finished,Guy Thornton,2011-09-15,34,521020,0.03,15631,Office Supplies,Binders & Binder Accessories
25028,Order Finished,Joseph Airdo,2011-01-05,5,954780,0.02,19096,Furniture,Bookcases
25063,Order Finished,Christina Vanderzanden,2009-06-29,24,1423750,0.04,56950,Technology,Telephones & Communication
25412,Order Finished,Christina Vanderzanden,2011-06-06,18,259540,0.01,2595,Office Supplies,Paper
26627,Order Finished,Christina Vanderzanden,2009-10-30,25,76740,0.1,7674,Office Supplies,Pens & Art Supplies
26947,Order Finished,Christina Vanderzanden,2010-06-04,4,934300,0.01,9343,Furniture,Tables
27138,Order Finished,Katrina Bavinger,2012-05-30,31,5952420,0.07,416669,Furniture,Bookcases
27939,Order Finished,Meg O'Connel,2012-04-10,8,120340,0.0,0,Office Supplies,Paper
28544,Order Returned,Bruce Stewart,2012-08-28,24,137000,0.07,9590,Office Supplies,Binders & Binder Accessories
30403,Order Returned,Christine Sundaresam,2012-07-10,41,610020,0.05,30501,Office Supplies,Binders & Binder Accessories
31844,Order Returned,Guy Thornton,2011-07-02,14,4171860,0.09,375467,Furniture,Bookcases
32449,Order Finished,Ken Lonsdale,2012-12-09,39,555160,0.08,44413,Office Supplies,Paper
32800,Order Finished,Lycoris Saunders,2009-01-21,33,22672740,0.04,906910,Furniture,Chairs & Chairmats
33824,Order Finished,Joseph Airdo,2011-03-02,19,101980,0.06,6119,Office Supplies,Pens & Art Supplies
34179,Order Finished,Lycoris Saunders,2011-11-02,21,586540,0.07,41058,Technology,Computer Peripherals
